Start Time (s), Start Freq (MHz), Duration, Bandwidth (MHz)
2400,614.661646595139,94.905,235.100998467265
2400.33183566434,270.791029559886,3.98202797202797,6.79810116049923
2400.33183566434,1015.74961506459,92.913986013986,26.6258962119553
2400.33183566434,1136.41591066346,4.31386363636364,6.79810116049923
2400.66367132867,244.165133347931,3.31835664335664,7.93111802058244
2400.99550699301,231.135439456974,5.30937062937063,4.53206744033282
2400.99550699301,1125.08574206262,20.5738111888112,35.690031092621
2400.99550699301,1167.0073658857,2.98652097902098,5.09857587037443
2400.99550699301,1305.23542281585,4.97753496503497,8.49762645062404
2400.99550699301,1595.8542474272,2.98652097902098,7.93111802058244
2401.32734265734,317.244720823298,6.63671328671329,6.23159273045763
2401.32734265734,1185.70214407707,4.6456993006993,7.36460959054084
2401.32734265734,1184.56912721699,19.9101398601399,39.0890816728706
2401.32734265734,2076.25339610247,5.97304195804196,3.96555901029122
2401.65917832168,1591.8886884169,3.65019230769231,5.09857587037443
2401.65917832168,2450.14895992993,4.6456993006993,3.39905058024962
2401.99101398601,287.219774031093,4.6456993006993,6.79810116049923
2401.99101398601,952.867179329976,15.2644405594406,6.23159273045763
2401.99101398601,1536.37086227283,5.64120629370629,7.36460959054084
2401.99101398601,1909.1334092402,4.6456993006993,3.96555901029122
2402.32284965035,1038.40995226626,2.32284965034965,8.49762645062404
2402.32284965035,2131.77122224655,6.96854895104895,5.66508430041603
2402.32284965035,2260.368635866,17.5872902097902,12.4631854609153
2402.65468531469,389.191291438581,3.98202797202797,3.39905058024962
2402.65468531469,1249.15108824173,8.62772727272727,9.63064331070725
2402.65468531469,1838.88636391504,11.9460839160839,16.9952529012481
2402.65468531469,2379.33540617473,13.9370979020979,15.2957276111233
2402.65468531469,2560.051595358,6.63671328671329,3.96555901029122
2402.98652097902,83.2767392161156,13.9370979020979,8.49762645062404
2402.98652097902,393.723358878914,3.65019230769231,5.66508430041603
2402.98652097902,427.147356251368,3.31835664335664,5.66508430041603
